date,01202,04100,13102,14382,14384,16201,17201,22205,24203,26100,32203,34100,42201,47207
2014-06-01,73,728,411,88,22,217,232,27,74,1630,33,333,27,17
2014-06-02,55,437,437,15,3,60,106,16,43,926,10,194,23,20
2014-06-03,72,437,459,12,2,50,134,10,33,871,16,210,29,10
2014-06-04,54,572,551,6,2,80,189,8,14,958,22,235,49,2
2014-06-05,63,483,471,18,0,76,150,5,26,1079,13,302,44,7
2014-06-06,68,556,480,19,3,112,171,7,27,1064,62,435,25,5
2014-06-07,88,625,460,19,7,169,340,21,45,1407,51,589,59,7
2014-06-08,85,595,436,54,6,156,396,26,47,1391,45,591,57,6
2014-06-09,86,458,473,19,3,76,176,14,22,1010,24,191,39,10
2014-06-10,67,475,531,20,2,82,134,14,29,945,23,246,58,10
2014-06-11,57,528,433,12,7,67,107,9,18,962,37,372,29,5
2014-06-12,35,597,474,8,0,63,122,10,18,939,15,267,25,8
2014-06-13,42,787,650,44,1,97,142,21,55,1074,25,265,40,10
2014-06-14,66,1171,570,72,16,142,256,46,601,1473,61,389,65,22
2014-06-15,50,748,420,57,17,113,208,48,530,1608,32,346,63,6
2014-06-16,45,461,417,37,3,109,142,17,82,929,25,238,30,14
2014-06-17,65,487,493,18,4,89,155,10,24,1068,22,290,12,8
2014-06-18,92,508,515,16,5,72,131,8,28,968,32,308,23,19
2014-06-19,47,454,492,15,3,70,170,17,25,1095,16,289,39,17
2014-06-20,87,512,549,21,1,105,179,18,30,1065,30,306,45,10
2014-06-21,91,611,527,100,23,135,223,47,62,1440,33,429,37,17
2014-06-22,91,612,369,50,6,102,154,35,59,1127,52,445,31,10
2014-06-23,22,70,68,9,0,14,13,9,12,188,13,22,3,3
2014-06-24,49,402,378,17,1,59,76,7,17,821,39,192,23,6
2014-06-25,59,448,484,7,0,103,92,1,37,834,22,244,39,8
2014-06-26,65,374,440,11,0,64,94,14,22,806,17,223,34,18
2014-06-27,108,465,443,41,3,96,129,15,15,910,36,261,21,14
2014-06-28,70,631,409,29,5,129,123,29,60,1167,42,339,41,19
2014-06-29,40,509,258,62,7,113,185,32,54,1111,50,353,25,18
2014-06-30,77,366,306,25,2,51,131,5,10,645,35,234,20,17
2014-07-01,51,341,399,23,1,55,140,7,24,680,12,247,29,8
2014-07-02,51,333,420,28,2,78,96,11,18,695,38,246,15,15
2014-07-03,42,364,367,6,0,73,100,6,20,568,9,205,22,11
2014-07-04,68,427,370,20,7,70,108,15,6,758,26,270,15,7
2014-07-05,91,789,531,87,2,123,161,35,15,1362,31,402,31,24
2014-07-06,85,812,357,88,15,114,122,42,28,855,38,311,37,6
2014-07-07,40,357,344,25,1,46,92,14,21,598,8,175,36,9
2014-07-08,59,420,380,12,1,56,97,7,19,646,11,197,24,2
2014-07-09,61,367,322,11,0,65,82,2,8,608,12,196,8,5
2014-07-10,54,656,345,9,0,54,90,7,2,548,23,201,23,10
2014-07-11,76,611,404,22,2,87,139,10,11,751,33,185,27,16
2014-07-12,56,807,493,92,8,106,163,27,44,1124,39,343,45,19
2014-07-13,73,643,429,55,4,86,145,30,76,1326,26,260,32,21
2014-07-14,74,297,307,20,1,43,89,7,29,763,12,188,31,13
2014-07-15,30,366,388,15,3,39,113,16,21,943,30,347,19,12
2014-07-16,42,357,373,4,2,77,99,14,17,964,12,218,23,3
2014-07-17,39,373,393,5,2,61,85,10,18,799,16,217,48,4
2014-07-18,52,447,359,20,0,71,133,15,25,766,35,208,26,7
2014-07-19,51,260,173,13,1,52,106,25,38,604,40,195,35,2
2014-07-20,66,255,172,17,2,57,96,20,65,761,39,138,29,4
2014-07-21,45,218,152,18,1,43,106,31,30,468,29,145,20,0
2014-07-22,39,153,147,6,0,28,66,6,3,307,12,88,17,3
2014-07-23,30,162,144,0,1,16,29,4,8,247,7,79,7,0
2014-07-24,25,146,147,14,0,22,34,7,5,305,5,82,12,0
2014-07-25,31,293,263,15,0,52,83,7,13,474,12,144,17,0
2014-07-26,59,901,683,61,17,147,236,81,43,1615,34,500,73,14
2014-07-27,62,838,421,64,20,156,200,72,58,1360,35,653,69,6
2014-07-28,92,477,449,18,3,88,197,26,53,1070,22,276,49,11
2014-07-29,53,434,517,31,2,85,156,19,29,1026,17,249,41,36
2014-07-30,51,464,522,20,3,117,191,20,48,921,32,238,50,32
2014-07-31,64,582,492,18,3,104,126,19,26,1155,35,244,38,22
2014-08-01,59,545,591,19,5,130,200,60,33,1183,34,690,30,20
2014-08-02,83,937,699,47,9,132,224,82,58,1504,41,802,48,19
2014-08-03,135,607,580,66,19,141,192,52,37,1256,37,447,73,10
2014-08-04,60,501,512,38,3,102,168,45,21,989,22,255,37,13
2014-08-05,32,642,427,31,8,80,183,61,21,1172,21,285,24,18
2014-08-06,65,710,567,15,5,96,190,51,42,1073,28,432,33,28
2014-08-07,75,614,540,36,9,74,175,40,62,1228,31,295,38,13
2014-08-08,81,737,594,63,1,143,165,91,55,1257,56,332,38,16
2014-08-09,155,868,565,48,4,150,288,93,7,1279,36,376,84,15
2014-08-10,114,684,419,30,2,247,256,59,23,986,39,350,51,8
2014-08-11,148,656,601,45,4,160,260,90,60,1428,43,388,62,8
2014-08-12,133,742,530,41,11,196,227,98,68,1247,72,500,76,10
2014-08-13,112,850,626,72,13,286,289,105,80,1367,62,468,73,24
2014-08-14,131,732,623,56,18,245,396,108,77,1317,64,473,81,26
2014-08-15,140,764,727,64,15,240,281,117,142,1249,38,425,77,32
2014-08-16,104,1086,722,117,20,164,269,120,105,1698,47,493,97,25
2014-08-17,117,1074,663,71,19,156,260,142,57,2246,51,559,136,33
2014-08-18,87,573,453,45,8,146,215,101,41,1108,55,368,87,18
2014-08-19,106,422,463,26,8,126,189,81,59,1033,36,284,53,11
2014-08-20,89,651,438,29,17,100,185,78,43,1098,32,365,55,15
2014-08-21,57,762,508,24,5,100,182,79,49,1011,21,329,50,16
2014-08-22,47,578,554,32,5,140,199,75,73,1052,28,339,59,14
2014-08-23,88,1125,531,85,9,256,260,118,28,1467,45,582,114,18
2014-08-24,104,1008,576,75,7,243,300,68,78,1991,50,538,99,13
2014-08-25,52,465,507,68,2,87,162,72,50,1019,63,341,35,19
2014-08-26,113,523,422,23,2,107,203,41,66,1009,61,329,42,8
2014-08-27,205,522,559,32,7,113,216,47,50,1008,40,304,53,15
2014-08-28,166,524,433,58,4,119,203,56,27,924,36,357,60,18
2014-08-29,85,625,480,43,3,146,206,95,32,928,36,304,49,11
2014-08-30,89,935,553,49,8,173,345,99,30,1256,61,413,73,13
2014-08-31,103,879,491,97,24,186,487,93,57,1353,50,442,137,16
2014-09-01,77,514,433,43,6,174,286,91,60,999,20,339,66,9
2014-09-02,76,460,487,44,7,149,215,52,41,1015,68,279,49,15
2014-09-03,66,436,481,44,3,148,183,62,27,1006,55,341,75,19
2014-09-04,72,456,523,42,6,107,157,53,34,871,44,323,62,32
2014-09-05,88,603,557,30,11,176,232,73,29,1033,28,335,62,26
2014-09-06,99,1603,628,123,12,466,363,113,55,1457,56,446,65,31
2014-09-07,96,1084,539,74,6,862,320,121,50,1428,81,462,75,23
2014-09-08,119,669,467,68,7,185,198,90,60,1021,37,268,43,53
2014-09-09,68,521,469,59,5,135,192,54,64,927,22,339,54,23
2014-09-10,73,540,502,28,4,103,196,63,63,913,31,327,45,32
2014-09-11,69,483,467,32,1,81,149,17,36,1040,32,300,55,42
2014-09-12,44,616,509,66,6,111,268,32,17,1022,34,231,32,21
2014-09-13,147,961,558,106,9,199,346,61,78,1616,56,538,106,41
2014-09-14,121,1147,547,116,16,258,412,91,88,1599,87,431,107,21
2014-09-15,116,656,442,66,21,154,241,80,39,1511,52,463,71,20
2014-09-16,60,489,430,36,3,68,188,27,36,997,17,307,92,17
2014-09-17,80,559,515,32,3,105,160,26,28,813,31,294,73,54
2014-09-18,74,557,551,31,3,62,167,33,35,955,40,252,118,55
2014-09-19,66,696,607,65,3,100,262,37,9,1280,34,356,76,53
2014-09-20,80,825,592,92,10,190,328,51,73,2402,40,574,140,32
2014-09-21,87,948,556,91,12,181,574,57,141,3466,56,507,129,21
2014-09-22,82,671,590,37,3,144,255,21,53,1531,24,280,98,27
2014-09-23,120,918,598,65,8,141,204,49,50,1654,72,366,58,53
2014-09-24,78,495,422,17,5,86,153,21,31,813,37,224,38,31
2014-09-25,75,480,466,11,0,76,145,29,18,882,38,265,45,64
2014-09-26,95,546,589,38,1,113,183,32,24,1108,21,245,61,17
2014-09-27,86,841,613,57,15,124,220,36,45,1447,36,678,63,25
2014-09-28,67,1109,540,58,12,147,255,44,40,1569,29,595,59,16
2014-09-29,33,505,447,34,1,82,175,14,26,918,21,274,56,14
2014-09-30,43,435,493,26,0,92,167,6,12,823,16,267,43,22
2014-10-01,24,496,482,26,3,63,166,20,35,1210,10,317,39,17
2014-10-02,29,389,440,23,0,99,109,13,39,871,13,288,37,26
2014-10-03,44,486,536,36,1,91,189,14,22,991,33,230,65,8
2014-10-04,60,799,520,90,14,113,366,51,42,1351,63,333,68,28
2014-10-05,87,1000,333,47,3,99,229,27,26,1048,22,365,55,12
2014-10-06,50,310,340,7,3,58,105,10,10,759,25,186,29,9
2014-10-07,53,483,462,6,1,67,111,24,36,1006,19,181,35,8
2014-10-08,38,372,469,14,1,84,112,7,18,853,28,158,33,22
2014-10-09,26,335,382,29,2,46,129,10,10,693,14,214,39,6
2014-10-10,47,545,483,53,7,131,328,12,41,1281,33,273,60,4
2014-10-11,92,709,525,103,11,181,1102,33,72,1681,49,348,76,4
2014-10-12,109,762,505,100,16,186,552,49,80,1521,32,342,40,2
2014-10-13,66,578,387,26,4,133,209,37,7,694,28,192,33,10
2014-10-14,55,322,313,15,2,60,104,8,24,875,11,164,48,17
2014-10-15,40,372,309,11,1,67,139,7,24,695,25,179,26,6
2014-10-16,41,362,379,14,2,69,143,5,17,962,19,216,32,14
2014-10-17,35,469,513,33,9,107,111,20,38,1022,39,202,32,30
2014-10-18,58,1006,391,40,7,129,143,30,25,1263,28,275,37,8
2014-10-19,58,857,378,69,8,140,192,35,55,1763,44,319,47,14
2014-10-20,46,348,418,33,3,76,97,17,21,765,17,191,27,12
2014-10-21,33,286,312,13,1,57,128,13,33,732,7,160,28,12
2014-10-22,28,357,360,25,0,87,126,11,20,842,15,172,36,17
2014-10-23,32,355,373,24,4,60,128,9,23,873,16,226,40,11
2014-10-24,64,437,484,30,4,82,179,12,23,1069,44,222,48,6
2014-10-25,82,744,549,86,8,289,191,21,30,1488,35,475,69,7
2014-10-26,100,1004,413,60,36,155,221,33,53,1552,52,410,90,21
2014-10-27,57,378,387,28,0,90,110,16,28,964,24,292,73,17
2014-10-28,39,350,474,30,0,62,100,4,20,925,13,195,13,14
2014-10-29,53,372,445,14,3,99,118,4,8,805,24,215,15,14
2014-10-30,41,369,482,34,0,86,100,10,13,844,25,177,36,10
2014-10-31,38,405,419,36,0,88,131,14,13,952,6,242,31,4
2014-11-01,81,730,466,105,6,120,222,47,58,1786,23,379,52,9
2014-11-02,135,916,557,107,32,203,230,59,74,1697,57,542,103,7
2014-11-03,85,618,519,136,24,175,215,37,57,1757,27,871,62,8
2014-11-04,41,291,315,28,3,61,116,7,17,691,18,182,28,10
2014-11-05,28,332,382,16,6,51,115,10,22,846,17,190,32,3
2014-11-06,48,360,366,28,1,79,116,6,10,807,13,177,50,7
2014-11-07,51,410,392,42,0,74,103,25,26,1014,10,325,40,7
2014-11-08,56,655,545,81,6,133,189,29,56,1579,39,389,82,11
2014-11-09,71,1009,432,83,1,117,179,34,37,1279,23,371,42,10
2014-11-10,65,432,385,11,8,54,124,12,36,906,6,212,23,12
2014-11-11,44,375,390,7,2,108,159,10,21,947,23,200,26,6
2014-11-12,45,348,397,18,1,58,114,12,15,877,22,208,32,11
2014-11-13,34,347,401,17,1,68,102,17,22,899,11,226,42,15
2014-11-14,32,432,443,47,4,113,127,15,11,1369,21,280,50,13
2014-11-15,57,925,511,99,19,83,212,29,22,1969,50,339,63,3
2014-11-16,55,718,346,142,28,151,203,19,38,2478,35,318,77,5
2014-11-17,28,387,393,48,0,62,98,16,8,1110,31,175,38,10
2014-11-18,32,321,393,24,2,54,140,11,20,871,18,159,18,13
2014-11-19,36,295,437,43,1,74,110,15,10,1003,14,202,31,8
2014-11-20,34,308,418,18,0,58,127,16,25,1067,23,242,30,17
2014-11-21,25,521,481,36,2,71,128,19,29,1306,17,258,59,11
2014-11-22,57,800,522,95,35,140,223,45,48,2346,44,364,45,14
2014-11-23,48,599,461,115,35,115,228,42,78,2446,36,332,43,11
2014-11-24,65,591,404,55,17,130,144,23,39,2003,20,330,66,25
2014-11-25,46,349,363,14,1,73,116,12,4,904,9,194,49,24
2014-11-26,39,416,361,14,3,42,106,11,10,991,14,181,32,2
2014-11-27,39,405,443,35,4,75,101,12,17,1225,16,217,54,3
2014-11-28,32,427,513,30,3,101,158,22,54,3988,37,287,30,9
2014-11-29,41,886,554,41,0,107,255,35,35,1757,37,396,70,4
2014-11-30,35,713,449,67,31,120,208,39,53,1717,54,322,48,4
2014-12-01,39,343,342,4,1,85,96,6,54,846,22,181,15,2
2014-12-02,28,281,376,16,2,53,90,3,17,869,12,190,23,0
2014-12-03,35,325,386,20,2,82,136,3,10,880,27,196,21,7
2014-12-04,38,400,388,23,0,58,109,7,11,728,9,188,23,7
2014-12-05,37,360,441,38,1,57,136,11,11,1122,26,291,26,3
2014-12-06,63,520,486,41,7,88,144,22,18,1145,40,473,61,3
2014-12-07,43,797,321,38,6,85,118,35,44,881,25,337,86,1
2014-12-08,23,387,359,11,2,66,128,7,10,679,40,158,32,5
2014-12-09,44,324,408,13,1,51,95,16,14,754,16,163,15,7
2014-12-10,29,389,380,17,0,61,109,10,30,847,27,239,23,9
2014-12-11,27,382,361,2,0,60,131,8,27,805,11,172,52,3
2014-12-12,28,321,288,17,1,44,98,18,15,680,17,132,9,3
2014-12-13,41,400,480,27,3,119,166,50,46,1081,17,217,40,10
2014-12-14,44,435,346,22,7,80,161,45,29,970,23,301,35,7
2014-12-15,26,441,396,24,1,70,111,26,24,794,24,199,27,4
2014-12-16,14,339,353,14,0,51,123,13,7,685,15,166,29,1
2014-12-17,22,327,429,12,2,40,91,13,12,683,10,225,39,6
2014-12-18,29,388,358,7,1,53,84,12,6,907,13,171,26,7
2014-12-19,34,477,460,8,3,66,137,29,19,1001,19,198,21,6
2014-12-20,45,548,379,24,2,119,139,44,11,849,21,315,31,7
2014-12-21,57,639,293,43,12,90,139,34,30,857,27,265,32,5
2014-12-22,76,479,390,32,5,63,139,20,46,915,15,225,18,3
2014-12-23,67,497,481,32,9,100,207,73,28,1249,23,455,37,2
2014-12-24,53,522,1244,23,0,118,135,30,17,1070,28,231,41,1
2014-12-25,82,506,634,43,0,96,125,37,17,944,24,266,48,11
2014-12-26,105,575,668,30,4,132,164,69,28,1036,23,258,39,14
2014-12-27,126,1059,552,36,6,213,238,93,57,1363,48,489,58,16
2014-12-28,85,620,645,62,10,226,217,81,76,1496,27,431,107,12
2014-12-29,73,582,610,53,12,197,205,78,91,1198,24,373,54,21
2014-12-30,80,550,634,76,8,175,213,104,71,1130,41,391,81,11
2014-12-31,43,356,286,57,7,150,185,90,113,1133,32,244,55,18
2015-01-01,87,392,207,72,18,105,165,104,309,1646,87,290,67,19
2015-01-02,142,808,359,85,11,137,224,68,196,1490,62,378,75,14
2015-01-03,79,778,347,90,4,182,225,80,226,1626,66,405,61,1
2015-01-04,62,649,323,82,12,149,197,92,111,1613,39,389,56,11
2015-01-05,59,502,425,29,4,104,143,61,61,1064,45,256,47,44
2015-01-06,28,330,313,11,1,83,144,21,11,782,25,174,22,25
2015-01-07,40,381,391,24,2,89,115,25,17,772,34,199,29,51
2015-01-08,31,290,361,17,0,62,107,22,23,735,15,184,16,7
2015-01-09,51,491,391,17,0,68,150,31,38,919,23,279,37,4
2015-01-10,96,616,513,49,5,113,162,73,70,1467,42,469,62,4
2015-01-11,87,691,476,82,5,99,164,55,119,1508,49,774,109,12
2015-01-12,68,624,370,55,9,96,150,23,84,1131,42,381,41,10
2015-01-13,31,375,349,16,1,62,134,6,14,817,13,162,23,8
2015-01-14,36,486,395,9,1,88,89,10,23,738,17,151,17,12
2015-01-15,31,348,356,5,1,47,115,9,17,777,12,151,22,6
2015-01-16,32,374,419,17,1,81,156,15,21,866,13,258,18,1
2015-01-17,39,596,504,71,11,89,167,40,52,1972,18,388,49,5
2015-01-18,30,565,362,59,4,104,144,24,39,1747,31,289,37,1
2015-01-19,34,356,358,18,4,53,123,7,28,794,13,184,16,10
2015-01-20,56,359,365,11,1,50,99,7,11,730,19,174,36,25
2015-01-21,35,386,384,7,0,64,94,10,20,691,11,222,19,1
2015-01-22,13,384,387,20,2,39,100,7,11,685,10,185,16,5
2015-01-23,28,480,459,27,0,63,109,17,18,904,12,249,18,10
2015-01-24,38,862,585,52,6,107,285,41,73,1153,27,354,26,32
2015-01-25,42,670,439,66,10,102,204,38,63,1107,28,283,48,11
2015-01-26,36,355,336,21,2,62,124,15,33,656,8,145,9,18
2015-01-27,33,317,326,28,4,55,99,13,7,750,13,169,42,18
2015-01-28,28,318,318,6,1,61,123,19,18,671,12,181,31,5
2015-01-29,34,342,350,10,3,90,94,5,19,593,10,194,22,3
2015-01-30,43,408,353,18,1,72,154,18,26,826,13,214,34,5
2015-01-31,59,620,594,36,3,194,219,53,71,1151,19,365,49,4
2015-02-01,44,785,428,33,6,138,222,46,74,1123,35,418,31,4
2015-02-02,52,428,354,19,7,94,143,20,16,793,6,206,33,5
2015-02-03,47,365,440,9,3,48,99,19,24,859,8,187,46,7
2015-02-04,43,353,447,15,2,72,113,20,22,785,21,168,40,4
2015-02-05,42,380,366,20,0,57,130,10,17,657,17,178,18,17
2015-02-06,53,470,466,22,2,94,148,18,39,843,21,286,38,13
2015-02-07,70,913,622,55,8,131,316,77,47,1422,31,362,69,42
2015-02-08,76,812,501,33,7,125,201,40,55,1173,32,324,49,16
2015-02-09,43,435,358,42,0,40,126,18,21,735,15,189,30,33
2015-02-10,39,446,411,31,16,60,121,20,18,812,22,190,66,48
2015-02-11,45,487,452,93,3,101,189,59,85,1004,32,419,45,11
2015-02-12,41,431,403,23,0,81,154,42,20,764,18,201,40,54
2015-02-13,32,430,464,23,0,82,237,35,15,888,30,287,38,49
2015-02-14,54,661,587,34,9,219,356,97,25,1596,41,354,50,35
2015-02-15,59,486,483,61,10,142,297,89,48,1665,29,296,44,43
2015-02-16,45,340,425,38,2,110,171,24,51,1025,16,191,45,23
2015-02-17,30,321,389,53,4,88,146,31,18,913,21,204,41,14
2015-02-18,44,321,390,57,0,55,128,14,27,783,17,223,40,14
2015-02-19,44,352,441,67,0,56,133,31,22,767,19,171,49,12
2015-02-20,61,434,491,54,5,90,179,26,27,808,17,232,80,7
2015-02-21,58,759,551,57,15,146,298,73,28,1378,34,291,97,9
2015-02-22,54,471,470,38,3,109,195,39,45,1132,28,268,54,10
2015-02-23,98,410,432,48,1,58,138,22,10,933,22,197,64,2
2015-02-24,90,437,394,36,4,81,162,19,25,824,44,219,59,5
2015-02-25,41,325,331,24,2,68,187,17,10,786,12,202,51,5
2015-02-26,59,675,390,26,2,74,178,34,22,728,32,230,44,2
2015-02-27,54,486,533,41,3,107,170,23,37,1015,24,313,66,4
2015-02-28,72,621,669,60,20,117,246,57,35,1760,32,413,126,6
2015-03-01,60,585,414,45,6,142,299,73,41,1309,19,315,83,18
2015-03-02,51,393,387,39,6,133,222,80,63,893,33,251,85,12
2015-03-03,68,435,387,62,7,106,190,41,21,783,25,227,48,11
2015-03-04,81,390,425,56,1,116,242,33,17,836,25,257,82,8
2015-03-05,60,418,442,46,3,108,224,47,12,958,6,294,114,15
2015-03-06,32,472,441,38,2,170,260,52,22,1001,28,334,39,4
2015-03-07,27,1078,473,71,5,163,274,69,18,1062,56,334,70,4
2015-03-08,30,495,309,36,4,167,287,69,46,1193,33,265,72,1
2015-03-09,47,343,318,27,3,158,263,63,24,865,42,220,73,10
2015-03-10,50,438,318,46,4,160,223,35,37,1078,17,220,81,26
2015-03-11,30,487,429,57,8,129,193,44,25,1037,41,246,55,22
2015-03-12,37,472,471,23,2,188,297,29,27,1059,31,261,73,17
2015-03-13,62,460,469,53,5,201,348,61,38,1179,44,368,75,24
2015-03-14,31,362,334,37,9,212,479,67,12,892,16,294,79,6
2015-03-15,43,421,347,40,14,135,313,64,67,1262,32,377,46,6
2015-03-16,49,292,262,41,2,80,190,47,38,962,21,213,51,6
2015-03-17,41,286,316,49,6,60,185,33,47,986,21,207,50,13
2015-03-18,42,344,284,27,4,64,163,41,22,946,5,195,31,22
2015-03-19,32,269,330,31,1,46,107,51,15,848,19,189,67,17
2015-03-20,44,499,481,61,3,110,285,71,34,1211,31,318,64,18
2015-03-21,42,619,546,70,11,219,777,86,89,1779,60,629,80,19
2015-03-22,59,920,480,93,16,165,453,139,57,1578,55,724,57,10
2015-03-23,46,405,387,38,6,99,206,90,42,982,47,257,36,10
2015-03-24,49,423,371,45,9,77,161,47,19,1047,31,246,36,18
2015-03-25,48,402,349,45,7,73,217,77,34,779,44,257,62,13
2015-03-26,34,429,466,46,4,117,222,46,55,975,42,308,48,9
2015-03-27,31,295,292,26,3,66,156,34,19,866,29,177,32,2
2015-03-28,58,461,455,42,10,106,300,80,113,2137,31,341,59,7
2015-03-29,42,650,322,27,6,87,204,68,23,1241,15,419,47,8
2015-03-30,33,373,423,43,10,124,183,62,29,1144,28,211,49,7
2015-03-31,47,474,433,26,6,82,208,70,38,1228,33,248,32,4
2015-04-01,21,261,310,12,0,43,126,25,7,583,10,167,22,2
2015-04-02,22,427,367,30,4,72,199,26,17,1334,22,307,64,4
2015-04-03,38,474,434,20,3,97,185,39,10,1065,23,215,37,18
2015-04-04,30,533,243,37,6,101,249,40,55,1214,18,297,39,2
2015-04-05,21,490,290,32,3,97,182,34,14,1390,18,221,38,4
2015-04-06,11,294,285,25,3,43,82,19,10,822,31,180,21,1
2015-04-07,17,370,280,21,2,64,106,15,20,960,14,304,19,4
2015-04-08,18,511,327,16,2,84,150,18,13,910,20,246,46,2
2015-04-09,25,356,395,25,2,47,220,26,43,853,32,214,18,1
2015-04-10,30,456,455,16,5,83,173,21,19,920,28,195,43,14
2015-04-11,45,784,555,92,6,146,293,25,71,1545,37,636,264,10
2015-04-12,56,861,559,59,15,165,304,22,41,1564,33,538,250,13
2015-04-13,32,344,337,26,0,70,141,2,2,797,17,151,37,2
2015-04-14,27,292,333,18,0,43,76,8,5,792,14,163,32,2
2015-04-15,18,286,386,20,1,57,78,7,12,693,19,181,23,0
2015-04-16,41,352,420,20,3,74,127,4,4,873,16,184,33,4
2015-04-17,33,498,445,20,3,75,166,14,21,843,31,272,38,0
2015-04-18,52,1009,556,44,14,155,297,38,23,1573,12,481,44,5
2015-04-19,67,676,554,59,16,156,287,51,23,1552,39,362,52,7
2015-04-20,34,327,295,5,2,80,121,15,2,793,10,158,33,5
2015-04-21,42,378,382,21,3,58,129,9,26,792,19,176,39,18
2015-04-22,28,311,372,10,3,46,106,5,6,769,11,141,48,18
2015-04-23,45,398,489,19,6,61,123,7,6,856,17,167,58,15
2015-04-24,213,500,430,22,7,87,168,18,9,1003,32,245,50,9
2015-04-25,129,710,512,44,8,135,202,60,27,1287,38,496,91,11
2015-04-26,96,695,547,80,10,136,198,44,41,1362,34,775,62,16
2015-04-27,51,361,394,29,3,73,105,6,11,859,18,306,43,7
2015-04-28,43,476,416,28,0,73,129,25,15,937,37,234,63,5
2015-04-29,64,712,373,53,1,117,255,23,48,1029,39,266,66,13
2015-04-30,77,483,378,32,5,73,201,16,38,1119,28,262,32,20
2015-05-01,87,566,477,48,9,93,274,73,60,1300,48,309,48,28
2015-05-02,66,601,379,78,7,168,323,76,76,1321,36,710,106,23
2015-05-03,120,778,395,85,15,228,434,68,94,1976,77,516,92,8
2015-05-04,106,693,421,77,5,185,338,69,85,1562,58,520,136,16
2015-05-05,89,491,287,68,9,145,272,51,51,1056,43,276,65,6
2015-05-06,94,1350,365,83,14,123,237,63,55,1246,47,334,84,20
2015-05-07,49,562,429,22,2,77,157,17,15,758,16,191,39,3
2015-05-08,18,423,374,13,1,86,180,10,19,905,26,196,37,9
2015-05-09,44,769,572,37,12,109,223,39,23,1410,24,452,84,16
2015-05-10,46,1074,438,61,10,130,291,32,13,1396,43,500,49,5
2015-05-11,19,362,288,10,4,51,89,11,7,819,20,199,63,8
2015-05-12,21,344,357,10,2,50,88,9,5,600,12,243,47,10
2015-05-13,34,404,386,7,0,52,153,15,8,815,14,171,35,6
2015-05-14,45,365,322,9,4,61,131,11,14,793,26,169,29,13
2015-05-15,38,459,408,12,3,74,156,24,18,1141,23,253,31,13
2015-05-16,86,577,491,30,12,108,275,46,35,1231,37,465,37,10
2015-05-17,50,668,487,45,17,123,204,28,24,1879,49,459,42,6
2015-05-18,40,313,340,8,0,63,111,10,10,789,26,135,17,18
2015-05-19,33,648,318,8,0,78,97,12,5,828,12,155,29,12
2015-05-20,37,523,395,31,1,67,105,18,15,786,23,171,19,4
2015-05-21,20,415,351,17,1,47,125,7,34,753,10,159,26,4
2015-05-22,30,494,458,18,2,82,158,15,12,986,23,215,38,4
2015-05-23,43,1003,499,47,9,178,201,64,58,1736,50,404,43,2
2015-05-24,51,830,410,44,5,171,192,36,33,1522,51,343,52,13
2015-05-25,45,328,327,7,7,74,103,8,7,776,17,183,58,8
2015-05-26,29,306,372,31,4,73,107,13,24,755,16,197,32,4
2015-05-27,36,471,396,8,5,65,130,9,18,748,28,318,38,2
2015-05-28,28,369,379,7,2,44,108,10,8,680,15,201,42,3
2015-05-29,69,516,456,12,0,89,144,6,7,911,19,270,30,9
2015-05-30,91,674,765,62,18,138,236,47,39,1300,30,656,56,12
2015-05-31,83,664,445,55,9,139,290,45,31,1264,43,524,53,4
